"","gene","combined_p_val"
"4145","Rps6ka2",NA
"4146","Tab2",NA
"4147","Rps6ka5",NA
"4148","Nceh1",NA
"4149","Nova1",NA
"4150","Nipal2",NA
"4151","Tmem260",NA
"4152","Tdrd3",NA
"4153","Hectd1",NA
"4154","Nbeal1",NA
"4155","Rapgef1",NA
"4156","Mtcl1",NA
"4157","Hsp90ab1",NA
"4158","Rbms3",NA
"4159","Wnk2",NA
"4160","Pcnx",NA
"4161","Eya1",NA
"4162","Cers6",NA
"4163","Prtg",NA
"4164","Itm2b",NA
"4165","Ildr2",NA
"4166","Ano6",NA
"4167","Crebbp",NA
"4168","Sptan1",NA
"4169","Inpp5a",NA
"4170","Tbc1d19",NA
"4171","Ncoa2",NA
"4172","Ube2d3",NA
"4173","Rab28",NA
"4174","Tecpr2",NA
"4175","Lrch3",NA
"4176","Arid2",NA
"4177","Rai1",NA
"4178","Utrn",NA
"4179","Kcnq1ot1",NA
"4180","Mettl7a1",NA
"4181","Exoc4",NA
"4182","Ankrd45",NA
"4183","Ssbp3",NA
"4184","Cfap36",NA
"4185","Lmo4",NA
"4186","Zdhhc1",NA
"4187","Akap7",NA
"4188","Snta1",NA
"4189","1110051M20Rik",NA
"4190","Tmem245",NA
"4191","Vgll4",NA
"4192","Pcgf5",NA
"4193","Dis3l2",NA
"4194","Mipol1",NA
"4195","Lpp",NA
"4196","Supt3",NA
"4197","Tiam1",NA
"4198","Akt3",NA
"4199","Nipsnap2",NA
"4200","Dyrk1a",NA
"4201","Slc39a11",NA
"4202","Gclc",NA
"4203","Nphp4",NA
"4204","Fer",NA
"4205","Bicdl1",NA
"4206","Atg10",NA
"4207","Igf1r",NA
"4208","Spop",NA
"4209","Nedd4",NA
"4210","Xpo1",NA
"4211","Vps50",NA
"4212","1700012D14Rik",NA
"4213","Mcu",NA
"4214","Tenm3",NA
"4215","Zc3h12b",NA
"4216","Mgat5",NA
"4217","Ppp2r3a",NA
"4218","Nebl",NA
"4219","Nrxn3",NA
"4220","Tln2",NA
"4221","Bclaf1",NA
"4222","Vwa8",NA
"4223","Timp3",NA
"4224","Babam2",NA
"4225","Cdkl3",NA
"4226","Galnt16",NA
"4227","Sclt1",NA
"4228","Hectd2os",NA
"4229","Actn1",NA
"4230","Cpped1",NA
"4231","Tub",NA
"4232","Stpg2",NA
"4233","Cdk12",NA
"4234","1110019D14Rik",NA
"4235","Eda",NA
"4236","Trappc8",NA
"4237","Ulk2",NA
"4238","Rnf217",NA
"4239","Mxi1",NA
"4240","Cnnm2",NA
"4241","Dync1i1",NA
"4242","2610037D02Rik",NA
"4243","Atp11c",NA
"4244","Jazf1",NA
"4245","Dchs2",NA
"4246","Btbd7",NA
"4247","Immp2l",NA
